BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
13.1.5.2.31	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.2-amino-3-ketobutyrate coenzym A ligase
13.1.5.2.41	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase
13.1.5.3	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
13.1.5.3.1001	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.5.3.1002	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.5.3.1003	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.5.3.1004	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.5.3.2	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.SAT
13.1.6	amino acid metabolism.synthesis.aromatic aa
13.1.6.1	amino acid metabolism.synthesis.aromatic aa.chorismate
13.1.6.1.1	amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
13.1.6.1.10	amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase
13.1.6.1.1001	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine
13.1.6.1.1002	amino acid metabolism.synthesis.aromatic aa.chorismate
13.1.6.1.2	amino acid metabolism.synthesis.aromatic aa.chorismate.3-dehydroquinate synthase
13.1.6.1.3	amino acid metabolism.synthesis.aromatic aa.chorismate.3-dehydroquinate dehydratase
13.1.6.1.4	amino acid metabolism.synthesis.aromatic aa.chorismate.shikimate dehydrogenase
13.1.6.1.5	amino acid metabolism.synthesis.aromatic aa.chorismate.shikimate kinase
13.1.6.1.6	amino acid metabolism.synthesis.aromatic aa.chorismate.5-enolpyruvylshikimate-3-phosphate synthase
13.1.6.1.7	amino acid metabolism.synthesis.aromatic aa.chorismate.chorismate synthase
13.1.6.2	amino acid metabolism.synthesis.aromatic aa.phenylalanine and tyrosine
13.1.6.2.1	amino acid metabolism.synthesis.aromatic aa.phenylalanine and tyrosine.chorismate mutase
13.1.6.2.2	amino acid metabolism.synthesis.aromatic aa.phenylalanine and tyrosine.glutamate—prephenate aminotransferase
13.1.6.3	amino acid metabolism.synthesis.aromatic aa.phenylalanine
13.1.6.3.1	amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase
13.1.6.3.1001	amino acid metabolism.synthesis.aromatic aa.phenylalanine
13.1.6.3.1002	amino acid metabolism.synthesis.aromatic aa.phenylalanine
13.1.6.3.1003	amino acid metabolism.synthesis.aromatic aa.phenylalanine
13.1.6.4	amino acid metabolism.synthesis.aromatic aa.tyrosine
13.1.6.4.1	amino acid metabolism.synthesis.aromatic aa.tyrosine.arogenate dehydrogenase \& prephenate dehydrogenase
13.1.6.4.1001	amino acid metabolism.synthesis.aromatic aa.tyrosine
13.1.6.4.2	amino acid metabolism.synthesis.aromatic aa.tyrosine.prephenate dehydrogenase
13.1.6.4.3	amino acid metabolism.synthesis.aromatic aa.tyrosine.tyrosine transaminase
13.1.6.5	amino acid metabolism.synthesis.aromatic aa.tryptophan
13.1.6.5.1	amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate synthase
13.1.6.5.1001	amino acid metabolism.synthesis.aromatic aa.tryptophan
13.1.6.5.2	amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate phosphoribosyltransferase
13.1.6.5.3	amino acid metabolism.synthesis.aromatic aa.tryptophan.phosphoribosyanthranilate isomerase
13.1.6.5.4	amino acid metabolism.synthesis.aromatic aa.tryptophan.indole-3-glycerol phosphate synthase
13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase
13.1.6.99	amino acid metabolism.synthesis.aromatic aa.misc
13.1.7	amino acid metabolism.synthesis.histidine
13.1.7.1	amino acid metabolism.synthesis.histidine.ATP phosphoribosyl transferase
13.1.7.10	amino acid metabolism.synthesis.histidine.imidazole glycerol phosphate synthase
13.1.7.1001	amino acid metabolism.synthesis.histidine
13.1.7.1002	amino acid metabolism.synthesis.histidine
13.1.7.11	amino acid metabolism.synthesis.histidine.ribose-phosphate diphosphokinase
13.1.7.2	amino acid metabolism.synthesis.histidine.bifunctional phosphoribosyl-ATP diphosphatase and phosphoribosyl-AMP cyclohydrolase
13.1.7.3	amino acid metabolism.synthesis.histidine.phosphoribosyl-AMP cyclohydrolase
13.1.7.4	amino acid metabolism.synthesis.histidine.N'-5'-phosphoribosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide isomerase
13.1.7.5	amino acid metabolism.synthesis.histidine.Imidazole glycerol phosphate synthase
13.1.7.6	amino acid metabolism.synthesis.histidine.imidazoleglycerol-phosphate dehydratase
13.1.7.7	amino acid metabolism.synthesis.histidine.histidinol-phosphate aminotransferase
13.1.7.8	amino acid metabolism.synthesis.histidine.histidinol-phosphate synthase
13.1.7.9	amino acid metabolism.synthesis.histidine.histidinol dehydrogenase
13.1001	amino acid metabolism.methionine S-oxide
13.2	amino acid metabolism.degradation
13.2.1	amino acid metabolism.degradation.central amino acid metabolism
13.2.1.1	amino acid metabolism.degradation.central amino acid metabolism.GABA
13.2.1.2	amino acid metabolism.degradation.central amino acid metabolism.aspartate
13.2.2	amino acid metabolism.degradation.glutamate family
13.2.2.1	amino acid metabolism.degradation.glutamate family.glutamine
13.2.2.2	amino acid metabolism.degradation.glutamate family.proline
13.2.2.3	amino acid metabolism.degradation.glutamate family.arginine
13.2.2.3.1	amino acid metabolism.degradation.glutamate family.arginine.arginase
13.2.2.3.1001	amino acid metabolism.degradation.glutamate family.arginine
13.2.2.3.2	amino acid metabolism.degradation.glutamate family.arginine.agmatinase
13.2.2.3.3	amino acid metabolism.degradation.glutamate family.arginine.urease
13.2.3	amino acid metabolism.degradation.aspartate family
13.2.3.1	amino acid metabolism.degradation.aspartate family.asparagine
13.2.3.1.1	amino acid metabolism.degradation.aspartate family.asparagine.L-asparaginase
13.2.3.2	amino acid metabolism.degradation.aspartate family.threonine
13.2.3.2.1001	amino acid metabolism.degradation.aspartate family.threonine
13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine
13.2.3.4.1	amino acid metabolism.degradation.aspartate family.methionine.methionine gamma-lyase
13.2.3.5	amino acid metabolism.degradation.aspartate family.lysine
13.2.3.5.1	mino acid metabolism.degradation.aspartate family.lysine.lysine decarboxylase
13.2.3.5.1001	amino acid metabolism.degradation.aspartate family.lysine
13.2.3.5.1002	amino acid metabolism.degradation.aspartate family.lysine
13.2.4	amino acid metabolism.degradation.branched chain group
13.2.4.1	amino acid metabolism.degradation.branched chain group.shared
13.2.4.1.7	amino acid metabolism.degradation.branched chain group.shared.methylglutaconyl-CoA hydratase 
13.2.4.2	amino acid metabolism.degradation.branched chain group.val ile
13.2.4.3	amino acid metabolism.degradation.branched chain group.valine
13.2.4.4	amino acid metabolism.degradation.branched chain group.leucine
13.2.4.4.6	amino acid metabolism.degradation.branched chain group.leucine.methylcrotonoyl-CoA carboxylase
13.2.4.4.8	amino acid metabolism.degradation.branched chain group.leucine.hydroxymethylglutaryl-CoA lyase
13.2.4.5	amino acid metabolism.degradation.branched chain group.isoleucine
13.2.4.99	amino acid metabolism.degradation.branched chain group.unspecified
13.2.5	amino acid metabolism.degradation.serine-glycine-cysteine group
13.2.5.1	amino acid metabolism.degradation.serine-glycine-cysteine group.serine
13.2.5.1.1001	amino acid metabolism.degradation.serine-glycine-cysteine group.serine
13.2.5.2	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine
13.2.5.2.11	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine.threonine aldolase
13.2.5.3	amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine
13.2.5.4	amino acid metabolism.degradation.serine-glycine-cysteine group.misc
13.2.6	amino acid metabolism.degradation.aromatic aa
13.2.6.1	amino acid metabolism.degradation.aromatic aa.phenylalanine
13.2.6.2	amino acid metabolism.degradation.aromatic aa.tyrosine
13.2.6.2.6	amino acid metabolism.degradation.aromatic aa.tyrosine.fumarylacetoacetase
13.2.6.3	amino acid metabolism.degradation.aromatic aa.tryptophan
13.2.6.4	amino acid metabolism.degradation.aromatic aa.chorismate
13.2.6.5	amino acid metabolism.degradation.aromatic aa.misc
13.2.7	amino acid metabolism.degradation.histidine
13.99	amino acid metabolism.misc
13.99.1	amino acid metabolism.misc.central amino acid metabolism
13.99.2	amino acid metabolism.misc.glutamate family
13.99.2.4	amino acid metabolism.misc.glutamate family.hydroxyproline
14	S-assimilation
14.1	S-assimilation.ATPS
14.10	S-assimilation.S-scavenging
14.1001	Mineral Nutrition
14.15	S-assimilation.AKN
14.2	S-assimilation.APR
14.3	S-assimilation.sulfite redox
14.5	S-assimilation.sulfite oxidase
15	metal handling
15.1	metal handling.acquisition
15.2	metal handling.binding, chelation and storage
15.3	metal handling.regulation
16	secondary metabolism
16.1	secondary metabolism.isoprenoids
16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
16.1.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway.DXS
16.1.1.10	secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase
16.1.1.1010	secondary metabolism.isoprenoids.mevalonate pathway
16.1.1.1011	secondary metabolism.isoprenoids.non-mevalonate pathway
16.1.1.1012	secondary metabolism.isoprenoids.non-mevalonate pathway
16.1.1.1013	secondary metabolism.isoprenoids.non-mevalonate pathway
16.1.1.1014	secondary metabolism.isoprenoids.non-mevalonate pathway
16.1.1.2	secondary metabolism.isoprenoids.non-mevalonate pathway.DXR
16.1.1.3	secondary metabolism.isoprenoids.non-mevalonate pathway.CMS
16.1.1.4	secondary metabolism.isoprenoids.non-mevalonate pathway.CMK
16.1.1.5	secondary metabolism.isoprenoids.non-mevalonate pathway.MCS
16.1.1.6	secondary metabolism.isoprenoids.non-mevalonate pathway.HDS
16.1.1.7	secondary metabolism.isoprenoids.non-mevalonate pathway.HDR
16.1.2	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1	secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase
16.1.2.1001	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1002	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1003	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1004	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1005	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1006	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1007	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1008	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1009	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1010	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1011	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1012	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1013	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.1014	secondary metabolism.isoprenoids.mevalonate pathway
16.1.2.2	secondary metabolism.isoprenoids.mevalonate pathway.HMG-CoA synthase
16.1.2.3	secondary metabolism.isoprenoids.mevalonate pathway.HMG-CoA reductase
16.1.2.4	secondary metabolism.isoprenoids.mevalonate pathway.mevalonate kinase
16.1.2.5	secondary metabolism.isoprenoids.mevalonate pathway.phosphomevalonate kinase
16.1.2.6	secondary metabolism.isoprenoids.mevalonate pathway.mevalonate diphosphate decarboxylase
16.1.2.7	secondary metabolism.isoprenoids.mevalonate pathway.isopentenyl pyrophosphate:dimethyllallyl pyrophosphate isomerase
16.1.2.8	secondary metabolism.isoprenoids.mevalonate pathway.geranyl diphosphate synthase
16.1.2.9	secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase
16.1.3	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.1	secondary metabolism.isoprenoids.tocopherol biosynthesis.hydroxyphenylpyruvate dioxygenase
16.1.3.1001	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.1002	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.1003	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.1004	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.1005	secondary metabolism.isoprenoids.tocopherol biosynthesis
16.1.3.2	secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase
16.1.3.3	secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase
16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase
16.1.3.5	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase
16.1.4	secondary metabolism.isoprenoids.carotenoids
16.1.4.1	secondary metabolism.isoprenoids.carotenoids.phytoene synthase
16.1.4.10	secondary metabolism.isoprenoids.carotenoids.carotenoid cleavage dioxygenase
16.1.4.1001	secondary metabolism.isoprenoids.carotenoids.phytoene
16.1.4.1002	secondary metabolism.isoprenoids.carotenoids.zeta carotene
16.1.4.1003	secondary metabolism.isoprenoids.carotenoids.lycopene
16.1.4.1004	secondary metabolism.isoprenoids.carotenoids.alpha carotene
16.1.4.1005	secondary metabolism.isoprenoids.carotenoids.beta carotene
16.1.4.1006	secondary metabolism.isoprenoids.carotenoids.delta carotene
16.1.4.2	secondary metabolism.isoprenoids.carotenoids.phytoene dehydrogenase
16.1.4.21	secondary metabolism.isoprenoids.carotenoids.violaxanthin de-epoxidase
16.1.4.3	secondary metabolism.isoprenoids.carotenoids.zeta-carotene desaturase
16.1.4.4	secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase
16.1.4.5	secondary metabolism.isoprenoids.carotenoids.lycopene beta cyclase
16.1.4.6	secondary metabolism.isoprenoids.carotenoids.carotenoid beta ring hydroxylase
16.1.4.7	secondary metabolism.isoprenoids.carotenoids.carotenoid epsilon ring hydroxylase
16.1.4.8	secondary metabolism.isoprenoids.carotenoids.carotenoid isomerase
16.1.5	secondary metabolism.isoprenoids.terpenoids
16.1.5.1001	secondary metabolism.isoprenoids.terpenoids
16.1.5.1002	secondary metabolism.isoprenoids.terpenoids
16.1.5.1003	secondary metabolism.isoprenoids.terpenoids
16.10	secondary metabolism.simple phenols
16.2	secondary metabolism.phenylpropanoids
16.2.1	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1	secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL
16.2.1.10	secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD
16.2.1.1001	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1002	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1003	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1004	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1007	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1008	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1010	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.1011	secondary metabolism.phenylpropanoids.lignin biosynthesis
16.2.1.2	secondary metabolism.phenylpropanoids.lignin biosynthesis.C4H
16.2.1.3	secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL
16.2.1.4	secondary metabolism.phenylpropanoids.lignin biosynthesis.HCT
16.2.1.5	secondary metabolism.phenylpropanoids.lignin biosynthesis.C3H
16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT
16.2.1.7	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCR1
16.2.1.8	secondary metabolism.phenylpropanoids.lignin biosynthesis.F5H
16.2.1.9	secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT
16.2.99	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1001	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1002	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1003	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1005	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1006	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1007	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1008	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1009	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1011	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1012	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1013	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1014	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1015	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1016	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1017	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1018	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1019	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1020	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1021	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1022	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1023	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1024	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1025	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1026	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1027	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1028	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1029	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1030	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1031	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1032	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1033	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1034	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1035	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1036	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1037	secondary metabolism.phenylpropanoids.unspecified
16.2.99.1038	secondary metabolism.phenylpropanoids.unspecified
